CustomerID,Recency,Frequency,Monetary
17698,198,1,155
17700,32,3,1681
17701,190,1,418
17702,46,3,1338
17703,47,2,491
17704,106,2,885
17705,12,7,1191
17706,38,12,8027
17707,123,2,152
17708,125,2,267
17709,107,1,137
17711,227,1,220
17714,258,1,153
17715,138,1,326
17716,13,9,5002
17718,170,1,139
17719,13,14,5088
17720,51,3,887
17722,34,4,2424
17723,65,6,3276
17724,9,3,1033
17725,8,9,2841
17728,3,2,2288
17730,16,9,3547
17731,17,4,1240
17732,310,1,304
17733,199,1,217
17734,74,2,540
17735,3,17,11653
17736,51,1,307
17738,86,3,1571
17739,3,5,2047
17742,51,2,355
17744,188,4,1289
17746,178,1,110
17747,50,1,71
17749,116,2,674
17750,20,6,1401
17752,297,1,80
17754,3,3,949
17757,8,22,3735
17758,17,5,2122
17759,107,2,167
17760,311,1,172
17763,201,1,15
17764,149,1,262
17765,96,3,371
17768,104,1,411
17769,76,4,1828
17770,136,5,1143
17771,261,1,115
17774,34,4,1225
17775,192,1,56
17777,38,1,194
17779,25,2,489
17781,97,2,188
17783,10,2,283
17786,23,2,278
17787,90,4,1865
17788,11,2,1117
17789,219,1,225
17790,58,12,1363
17795,117,2,350
17796,251,3,622
17797,120,1,272
17799,37,9,2531
17800,29,7,916
17802,20,3,1285
17805,11,1,512
17809,67,8,2856
17811,6,28,5394
17812,306,1,217
17813,2,2,1350
17816,3,3,30
17817,215,2,269
17819,9,7,3704
17827,180,4,1583
17830,199,2,287
17837,3,5,800
17838,27,4,2312
17841,1,94,27241
17843,241,1,205
17846,23,1,2033
17848,19,9,901
17849,156,4,605
17850,310,34,5391
17854,123,2,311
17855,310,1,209
17856,171,3,1142
17857,10,15,14839
17858,20,10,3922
17859,242,1,148
17860,306,1,252
17861,74,5,1301
17862,261,1,330
17863,18,5,2127
17864,27,2,480
17865,17,17,8515
17866,80,1,329
17867,81,4,957
17869,45,5,428
17870,9,8,909
17871,142,1,155
17873,18,5,1859
17874,123,6,683
17877,108,1,237
17879,111,1,178
17880,302,1,458
17881,242,1,133
17883,24,2,197
17884,249,3,602
17886,148,2,396
17887,67,1,111
17888,17,5,365
17889,150,2,203
17890,260,2,602
17891,100,1,203
17892,93,1,142
17893,163,1,112
17894,9,8,1119
17897,110,3,566
17898,23,2,152
17899,97,1,155
17900,128,2,112
17905,9,4,800
17906,185,1,72
17908,311,1,243
17912,248,5,311
17913,293,1,218
17917,194,2,230
17919,26,1,1304
17920,16,10,2633
17921,2,4,826
17923,220,1,207
17924,5,3,2076
17925,310,1,244
17926,71,2,397
17928,184,1,78
17929,50,3,707
17930,2,4,1313
17931,72,2,408
17932,111,2,934
17935,76,2,145
17937,52,5,3614
17939,97,1,99
17940,46,9,3914
17941,68,1,304
17946,171,2,149
17948,85,1,358
17949,8,36,52697
17950,10,3,482
17951,296,2,409
17954,6,11,2039
17955,136,4,557
17956,187,1,12
17957,4,1,111
17958,54,1,508
17960,109,1,73
17961,8,36,1269
17962,80,1,102
17964,310,1,261
17965,29,12,2271
17966,89,4,594
17967,309,1,123
17968,311,1,277
17969,104,2,228
17970,149,1,582
17972,179,1,136
17974,157,1,172
17975,1,12,4241
17976,310,1,353
17978,303,1,300
17979,106,3,504
17980,103,3,811
17984,83,1,152
17987,123,1,198
17988,55,5,146
17990,174,3,630
17991,163,2,93
17994,59,4,678
17995,219,1,76
17997,12,8,1970
17999,304,1,190
18001,24,1,252
18004,300,1,169
18008,8,9,2116
18009,173,1,257
18010,194,1,174
18011,311,1,102
18013,93,2,187
18016,12,4,1113
18017,19,3,523
18018,46,2,122
18024,90,2,389
18027,36,1,115
18032,272,1,73
18033,3,1,98
18036,43,2,254
18037,92,6,70
18040,183,1,239
18041,8,18,3575
18043,144,2,451
18044,25,8,1537
18048,141,2,172
18050,297,1,74
18053,8,1,300
18055,22,8,4905
18056,226,1,363
18059,5,1,124
18061,3,9,2027
18062,111,3,720
18064,71,2,814
18065,24,11,1949
18066,13,1,318
18068,227,1,101
18069,26,4,1782
18071,195,2,453
18072,123,1,247
18073,52,12,3877
18074,311,1,489
18075,44,8,1957
18077,41,7,1670
18078,155,2,336
18079,64,2,2206
18080,180,1,841
18081,50,2,208
18085,268,2,690
18086,212,1,101
18087,36,2,4055
18092,24,9,7155
18093,31,4,2106
18094,19,7,3017
18095,250,2,580
18096,1,1,148
18097,64,5,2011
18099,65,1,168
18101,81,1,110
18102,4,48,203146
18106,267,1,430
18108,192,1,271
18109,2,20,5560
18112,104,1,196
18113,306,1,76
18114,228,1,220
18116,5,8,1418
18118,15,20,4435
18119,305,1,181
18120,152,1,111
18121,87,2,673
18122,22,2,321
18125,139,3,945
18127,71,1,139
18129,181,1,112
18133,150,1,931
18135,18,2,233
18136,1,3,784
18138,233,1,152
18142,95,2,1019
18143,54,2,1000
18144,16,10,2341
18145,25,3,2103
18146,78,2,160
18147,46,1,98
18149,153,2,549
18150,78,2,413
18151,72,2,653
18155,13,3,371
18156,307,1,206
18158,26,1,343
18159,239,1,530
18160,138,1,318
18161,2,4,1156
18165,115,1,302
18167,43,1,498
18168,114,6,1169
18170,50,2,655
18171,37,4,994
18172,16,14,6373
18173,24,4,2106
18176,296,1,476
18177,95,5,1037
18178,66,4,1590
18179,190,4,1103
18180,18,4,1206
18183,165,2,632
18185,187,1,304
18188,15,2,1608
18189,15,2,1090
18190,130,2,284
18191,199,1,207
18192,9,1,958
18193,103,1,243
18194,20,1,973
18196,33,2,689
18198,9,15,4804
18200,44,1,163
18202,137,3,1397
18203,95,1,160
18204,9,3,1993
18205,12,1,225
18210,205,1,142
18211,23,3,420
18212,264,1,248
18213,174,1,232
18215,27,1,299
18217,8,1,317
18218,149,2,662
18219,87,8,1367
18220,164,1,305
18221,2,4,878
18222,30,1,443
18223,3,12,4516
18224,201,1,159
18225,22,8,3919
18226,19,10,4735
18227,155,1,93
18228,17,1,420
18229,8,16,5852
18230,32,5,2146
18231,130,5,2083
18232,19,4,593
18233,263,1,440
18235,9,3,1796
18236,17,5,773
18237,3,4,861
18239,156,5,1561
18241,12,13,1643
18242,10,4,2232
18245,87,6,1672
18246,171,1,232
18248,60,2,804
18250,248,1,349
18251,25,1,4314
18252,109,1,69
18255,27,1,103
18257,5,7,2095
18259,23,2,1268
18260,110,6,2643
18261,33,1,224
18262,78,1,149
18263,93,2,811
18265,10,2,801
18268,72,1,25
18269,304,1,168
18270,204,1,112
18272,51,4,2106
18273,33,2,153
18278,11,1,173
18280,215,1,180
18281,118,1,80
18282,64,1,100
18283,33,10,1120
18287,139,1,765
